순번_정류장ID,19-2804903,20-2805929,21-2805927,22-2805925,23-2805923,24-2805920,25-2805919,26-2805917,27-2805915,28-2807433,29-2800608,30-2806834,31-2806010,32-2805910,33-2806008,34-2807283
19-2804903,0,1.583879,2.970342,4.875096,5.6127590000000005,6.183949,7.200971,8.222932,9.517761,11.730422,13.141926000000002,13.829872000000002,14.421044000000002,15.343540000000003,16.408676000000003,16.939537000000005
20-2805929,,0,1.386463,3.291217,4.02888,4.60007,5.6170919999999995,6.639053,7.933882,10.146543,11.558047,12.245993,12.837165,13.759661000000001,14.824797000000002,15.355658000000002
21-2805927,,,0,1.904754,2.642417,3.213607,4.230629,5.2525900000000005,6.5474190000000005,8.76008,10.171584000000001,10.859530000000001,11.450702000000001,12.373198000000002,13.438334000000003,13.969195000000003
22-2805925,,,,0,0.737663,1.308853,2.325875,3.347836,4.642665,6.855326,8.26683,8.954776,9.545948000000001,10.468444000000002,11.533580000000002,12.064441000000002
23-2805923,,,,,0,0.57119,1.588212,2.610173,3.905002,6.117663,7.529167,8.217113,8.808285,9.730781,10.795917000000001,11.326778000000001
24-2805920,,,,,,0,1.0170219999999999,2.038983,3.333812,5.546473000000001,6.9579770000000005,7.645923000000001,8.237095,9.159591,10.224727000000001,10.755588000000001
25-2805919,,,,,,,0,1.0219610000000001,2.31679,4.529451,5.940955,6.628901,7.220073,8.142569,9.207705,9.738566
26-2805917,,,,,,,,0,1.294829,3.50749,4.9189940000000005,5.606940000000001,6.198112000000001,7.120608000000001,8.185744000000001,8.716605000000001
27-2805915,,,,,,,,,0,2.212661,3.6241650000000005,4.312111000000001,4.903283000000001,5.825779000000001,6.890915000000001,7.421776
28-2807433,,,,,,,,,,0,1.411504,2.09945,2.6906220000000003,3.613118,4.678254,5.209115
29-2800608,,,,,,,,,,,0,0.6879460000000001,1.279118,2.2016139999999997,3.26675,3.797611
30-2806834,,,,,,,,,,,,0,0.591172,1.513668,2.578804,3.1096649999999997
31-2806010,,,,,,,,,,,,,0,0.9224959999999999,1.987632,2.518493
32-2805910,,,,,,,,,,,,,,0,1.065136,1.595997
33-2806008,,,,,,,,,,,,,,,0,0.5308609999999999
34-2807283,,,,,,,,,,,,,,,,0
